description,X_validation,address,advertiser_id,advertiser_name,age,arba_code,bath_amnt,bed_amnt,bed_ratio,coordinates,corona,count_duplicates,covered_ratio,covered_surface,covered_surface_unit,currency,date_extracted,date_published,disposition,district,features,garage_amnt,is_duplicated_coord,is_finished_property,is_new_property,is_studio_apartment,land_ratio,land_surface,land_surface_unit,latitude,listing_age,listing_id,longitude,luminosity,maintenance_fee,maintenance_fee_currency,neighborhood,nombre_arba,orientation,present_listing_id_in_previous,price,price_control,property_group,property_type,province,reconstructed_date_published,reconstructed_land_surface,reconstructed_land_surface_unit,reconstructed_total_surface,reconstructed_total_surface_unit,response,room_amnt,room_ratio,site,site_abbreviation,title,toilet_amnt,total_ratio,total_surface,total_surface_unit,transaction,uncovered_surface,uncovered_surface_unit,url,year_built,direccion,fot,irregular,medidas,esquina,barrio,frentes,pileta,urb_cerrada,posesion,urb_semicerrada,preventa,indiviso,a_demoler,es_multioferta,es_monetizable,loteo_ph
"OFICINA COMERCIAL EN VENTA EN PLENO CENTRO DE LA CIUDAD. 
Amplia oficina al contrafrente, ubicada en primer piso. El edificio cuenta con seguridad y cámaras de vigilancia.
Ubicada en Córdoba y Belgrano.
Cuenta con baño propio y espacio de guardado.
La oficina tiene posibilidad de división.",,Córdoba 1882,832026216,María Sol Conde,35,45,1,0,,"-38.0009317,-57.5479331",,4,1131.81818181818,22.0,m²,USD,2024-02-02,2024-01-30,,Mar del Plata,"{'Departamentos por piso': '0', 'Dormitorios': '0', 'Cantidad de pisos': '0', 'Condición del ítem': 'Usado', 'Área de comedor': False, 'Comedor': False, 'Cocina': False, 'Lobby': False, 'Sala de reuniones': False, 'Terraza': False, 'Grupo electrógeno': False, 'Luz eléctrica': False, 'Sistema contra incendio': False, 'Gas natural': False, 'Agua corriente': False, 'Línea telefónica': False, 'Aire acondicionado': False, 'Recepción': False, 'Estacionamiento para visitantes': False, 'Gimnasio': False, 'Calefacción': False, 'Acceso a internet': False, 'Ascensor': False, 'Áreas verdes': False, 'Seguridad': False, 'Valet parking': False, 'Superficie cubierta': '22 m²', 'Orientación': 'Este', 'Baños': '1', 'Expensas': '24000 ARS', 'Cocheras': '0', 'Antigüedad': '35 años', 'Superficie total': '22 m²', 'Depósitos': '0', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Oficina', 'Ambientes': '1', 'Con tour virtual': False}",0,True,True,False,,,,,-38.0009317,Publicado hace 3 días,MLA1405477627,-57.5479331,,24000.0,ARS,Centro,General Pueyrredón,Este,False,24900.0,True,Comercio y oficina,Oficina consultorio,Bs.As. Costa Atlántica,2024-01-30,,,,,,1,,mercadolibre,ML,Venta Oficina Con Baño Propio. Zona Centro,0,1131.81818181818,22.0,m²,Venta,,,https://api.mercadolibre.com/items/MLA1405477627,1989.0,,,,,,,,,,,,,,,,,
"Erne Propiedades vende este PH a la calle, ubicado a 2 cuadras del mercado comunitario
totalmente reciclado a estrenar, cuenta con patio propio, en complejo de solo 4 departamentos.
Unidad apto credito

cosnultas javier Torres
223 6 19 13 12

Información adicional:

Estado de la propiedad: Bueno

Servicios:

Gas, Pavimento",,Bahia Blanca  1°,435037317,ERNE PROPIEDADES,0,45,1,1,24900.0,"-37.9680061,-57.5753479",,2,655.263157894737,38.0,m²,USD,2024-02-02,2023-04-17,,Mar del Plata,"{'Balcón': False, 'Comedor': False, 'Vestidor': False, 'Jardín': False, 'Parrilla': False, 'Toilette': False, 'Cocina': False, 'Living': False, 'Dependencia de servicio': False, 'Patio': False, 'Playroom': False, 'Estudio': False, 'Terraza': False, 'Gas natural': True, 'Línea telefónica': False, 'Aire acondicionado': False, 'Gimnasio': False, 'Calefacción': False, 'Chimenea': False, 'Acceso a internet': False, 'Jacuzzi': False, 'Salón de usos múltiples': False, 'Seguridad': False, 'Pileta': False, 'Dormitorios': '1', 'Superficie cubierta': '38 m²', 'Disposición': 'Frente', 'Baños': '1', 'Cocheras': '0', 'Ambientes': '2', 'Superficie total': '44 m²', 'Número de piso de la unidad': '1', 'Operación': 'Venta', 'Inmueble': 'Ph', 'Placards': False, 'Con tour virtual': False}",0,True,,False,False,,,,-37.9680061,Publicado hace 290 días,MLA1398833660,-57.5753479,,,,,General Pueyrredón,,True,24900.0,True,Ph,Ph,Bs.As. Costa Atlántica,2023-04-17,,,,,,2,12450.0,mercadolibre,ML,Ph 2 Ambientes Reciclado,0,565.909090909091,44.0,m²,Venta,,,https://api.mercadolibre.com/items/MLA1398833660,,,,,,,,,,,,,,,,,,
"OFICINA COMERCIAL EN VENTA EN PLENO CENTRO DE LA CIUDAD.
Amplia oficina al contrafrente, ubicada en primer piso.
El edificio cuenta con seguridad y camaras de vigilancia.
Ubicada en Cordoba y Belgrano.
Cuenta con baño propio y espacio de guardado.
La oficina tiene posibilidad de division.",,,313719867,Herreros Propiedades,0,45,1,0,,"-38.0009217,-57.5479091",,3,1131.81818181818,22.0,m²,USD,2024-02-02,2023-04-21,,Mar del Plata,"{'Condición del ítem': 'Nuevo', 'Baños por piso': '1', 'Superficie cubierta': '22 m²', 'Baños': '1', 'Expensas': '20000 ARS', 'Cocheras': '0', 'Antigüedad': '0 años', 'Superficie total': '22 m²', 'Depósitos': '0', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Oficina', 'Código de la propiedad': '5934980', 'Con tour virtual': False}",0,True,,True,,,,,-38.0009217,Publicado hace 286 días,MLA1401611198,-57.5479091,,20000.0,ARS,,General Pueyrredón,,True,24900.0,True,Comercio y oficina,Oficina consultorio,Bs.As. Costa Atlántica,2023-04-21,,,,,,0,,mercadolibre,ML,"Venta Oficina Zona Centro Mar Del Plata, Oportunidad",0,1131.81818181818,22.0,m²,Venta,,,https://api.mercadolibre.com/items/MLA1401611198,,,,,,,,,,,,,,,,,,
"Corredor Responsable: Ariel Martin Simone REG 3781 - 
Contacto: Tamara Prado
VENTA PH 2 AMBIENTES CON PARQUE - ZONA FARO NORTE 
UBICADO EN BORTHABURU AL 3600.
A 5 cuadras de la diagonal Vélez Sársfield y a 3 cuadras apróx de la Av. Mario Bravo.

Excelente calidad constructiva, amplios ambientes y luminosos.
Todo ubicado en planta baja.

Superficies:
72 m2 totales.
42 m2 cubiertos.
49,5 m2 homog.

Cuenta con:
Amplio living comedor.
Cocina.
1 dormitorio.
Baño completo.
Parque.

Reglamento de PH en trámite.

La visitamos?
Comunícate con nosotros y coordinamos!
Remax Argentina S.R.L. no ejerce el corretaje inmobiliario. El presente sitio web es una plataforma en donde cada oficina inmobiliaria independiente que contrata los servicios RE/MAX puede publicar las propiedades a su cargo. Cada oficina es de propiedad y gestión independiente, por lo que Remax Argentina S.R.L no interviene en los datos de la publicación, en la operación inmobiliaria, ni en la confección y/o firma del boleto de compraventa y/o escritura y/o contrato de alquiler. En cumplimiento de las leyes vigentes que regulan el corretaje inmobiliario, Ley Nacional 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario colegiado a cargo de la publicación, cuyos datos se exhiben en la presente. La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados.",,Abigail P. Borthaburu 3600,454269527,Ariel Martin Simone REG 3781,29,45,1,1,24000.0,"-38.0820282,-57.5537738",,2,571.428571428571,42.0,m²,USD,2024-02-02,2024-02-02,,Mar del Plata,"{'Dormitorios': '1', 'Superficie cubierta': '42 m²', 'Baños': '1', 'Cocheras': '0', 'Antigüedad': '29 años', 'Ambientes': '2', 'Superficie total': '42 m²', 'Operación': 'Venta', 'Inmueble': 'Ph', 'Condición del ítem': 'Usado', 'Con tour virtual': True}",0,True,True,False,False,,,,-38.0820282,Publicado hace 0 días,MLA1655325172,-57.5537738,,,,,General Pueyrredón,,False,24000.0,True,Ph,Ph,Bs.As. Costa Atlántica,2024-02-02,,,,,,2,12000.0,mercadolibre,ML,Ph 2 Ambientes Al Frente Faro Norte Con Parque,0,571.428571428571,42.0,m²,Venta,,,https://api.mercadolibre.com/items/MLA1655325172,1995.0,,,,,,,,,,,,,,,,True,
"Lote de 10,30 ms de frente x 43,30 ms de fondo, vereda de sol, excelente zona residencial !!!!
Ubicado en calle Nápoles 8643, entre Rufino Inda y González Guerrico, Todos los servicios.
Oportunidad!!!!!",,Napoles 8643,1194309859,Pablo De Tomaso,0,45,0,0,,"-38.0202014,-57.6090479",,1,,,,USD,2024-02-02,2024-01-03,,Mar del Plata,"{'Luz eléctrica': False, 'Gas natural': False, 'Agua corriente': False, 'Seguridad': False, 'Acceso': '245047', 'Disposición del lote': 'Perimetral', 'Forma del terreno': 'Regular', 'Superficie total': '445.99 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Terreno y lote', 'Condición del ítem': 'Nuevo', 'Antigüedad': '0 años', 'Código de la propiedad': '109615', 'Estrato social': '0', 'Con tour virtual': False}",0,False,,True,,,,,-38.0202014,Publicado hace 29 días,MLA1401163381,-57.6090479,,,,,General Pueyrredón,,False,24500.0,True,Terreno,Terreno,Bs.As. Costa Atlántica,2024-01-03,,,,,,0,,mercadolibre,ML,"Lote De 10,30 X 43,30 Zona Av. 39 Y Polonia",0,54.9339671293078,445.99,m²,Venta,,,https://api.mercadolibre.com/items/MLA1401163381,,"calle Nápoles 8643, entre Rufino Inda y González Guerrico",,,10.30 x 43.30,,,,,,,,,,,,,
"Oficina
Corrientes 1800 - Piso 9° B
Superficie 21,83 m2
Salita de espera y despacho (puede modificarse la disposición)
A la calle. Muy luminosa. Baño compartimentado.

Información Adicional: 
Gas natural",,Corrientes 1800,436452317,Contreras Gonzalez Inmobiliaria,0,45,1,0,,"-38.0017433,-57.5444908",,3,1090.90909090909,22.0,m²,USD,2024-02-02,2023-08-01,,Mar del Plata,"{'Cocina': False, 'Terraza': False, 'Grupo electrógeno': False, 'Luz eléctrica': False, 'Sistema contra incendio': False, 'Gas natural': True, 'Agua corriente': False, 'Línea telefónica': False, 'Gimnasio': False, 'Calefacción': False, 'Acceso a internet': False, 'Ascensor': False, 'Seguridad': False, 'Superficie cubierta': '22 m²', 'Baños': '1', 'Cocheras': '0', 'Superficie total': '22 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Oficina', 'Ambientes': '0', 'Con tour virtual': False}",0,True,,False,,,,,-38.0017433,Publicado hace 184 días,MLA1464152072,-57.5444908,,,,Centro,General Pueyrredón,,True,24000.0,True,Comercio y oficina,Oficina consultorio,Bs.As. Costa Atlántica,2023-08-01,,,,,,0,,mercadolibre,ML,Oficina A La Calle Zona Centro Edificio Leblon,0,1090.90909090909,22.0,m²,Venta,,,https://api.mercadolibre.com/items/MLA1464152072,,,,,,,,,,,,,,,,,,
,,Barrio Los Acantilados,314740849,Farah Valenzuela Propiedades,0,45,0,0,,"-38.1042421,-57.6131629",,1,,,,USD,2024-02-02,2023-08-10,,Mar del Plata,"{'Acceso': 'Ripio', 'Expensas': '0 ARS', 'Superficie total': '506 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Terreno y lote', 'Condición del ítem': 'Nuevo', 'Antigüedad': '0 años', 'Código de la propiedad': '5781034', 'Con tour virtual': False}",0,False,,True,,,,,-38.1042421,Publicado hace 175 días,MLA1469714804,-57.6131629,,0.0,,,General Pueyrredón,,True,24000.0,True,Terreno,Terreno,Bs.As. Costa Atlántica,2023-08-10,,,,,,0,,mercadolibre,ML,Venta  Lotes Sobre Av. Newbery A Pasos Del Golf Juntos O Separados.,0,47.4308300395257,506.0,m²,Venta,,,https://api.mercadolibre.com/items/MLA1469714804,,,,,,,,,,,,,,,,,,
"Venta lote con edificación

Sobre lote de 10 x 28 se encuentra construido un chalet de 3 ambientes a reciclar o demoler con jardín y patio más un departamento de 2 ambientes en el fondo. 

Construido 104m2

Consultas 

www.jarapropiedades.com.ar

 Publicado desde Ela Gestión - Sistema Avanzado Para Profesionales Inmobiliarios",,Luis Agote  1400,1098004404,Emmanuel Jara Propiedades,0,45,0,0,,"-38.0372962,-57.5710327",,2,,,,USD,2024-02-02,2023-02-24,,Mar del Plata,"{'Cloaca': True, 'Luz eléctrica': True, 'Forestación': True, 'Gas natural': True, 'Agua corriente': True, 'Seguridad': False, 'Valor del condominio': '1', 'Valor del IPTU': '1', 'Acceso': 'Tierra', 'Metros de fondo': '28 m', 'Disposición del lote': 'Interno', 'Forma del terreno': 'Regular', 'Metros de frente': '10 m', 'Expensas': '0 ARS', 'Superficie total': '280 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Terreno y lote', 'Condición del ítem': 'Usado', 'Precio por unidad de área': '1 $/ha', 'Con tour virtual': False}",0,True,,False,,,,,-38.0372962,Publicado hace 342 días,MLA1356359460,-57.5710327,,0.0,,Otros Barrios,General Pueyrredón,,True,23900.0,True,Terreno,Terreno,Bs.As. Costa Atlántica,2023-02-24,,,,,,0,,mercadolibre,ML,Venta Lote Con Edificacion,0,85.3571428571429,280.0,m²,Venta,,,https://api.mercadolibre.com/items/MLA1356359460,,,,,10 x 28,,,,,,,,,,True,,,
"2 Amb contra frente, en planta baja, con lavadero. Todo externo, con vista al jardín del complejo. Ayolas a metros de av. Polonia. Luminoso bajas expensas. Título de propiedad.",,,652184010,OLIVERA PROPIEDADES,43,45,1,1,24000.0,"-38.0113669,-57.5922414",,1,545.454545454545,44.0,m²,USD,2024-02-02,2023-11-09,,Mar del Plata,"{'Dormitorios': '1', 'Superficie cubierta': '44 m²', 'Baños': '1', 'Expensas': '0 ARS', 'Cocheras': '0', 'Antigüedad': '43 años', 'Ambientes': '0', 'Superficie total': '44 m²', 'Depósitos': '0', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Departamento', 'Número del departamento': '5888655', 'Amoblado': False, 'Admite mascotas': False, 'Condición del ítem': 'Usado', 'Código de la propiedad': '5888655', 'Con tour virtual': False}",0,False,True,False,,,,,-38.0113669,Publicado hace 84 días,MLA1395202501,-57.5922414,,0.0,,,General Pueyrredón,,True,24000.0,True,Departamento,Departamento,Bs.As. Costa Atlántica,2023-11-09,,,,,,0,,mercadolibre,ML,Depto 2 Amb Pb Ayolas Y Polonia Apto Credito Iaf,0,545.454545454545,44.0,m²,Venta,,,https://api.mercadolibre.com/items/MLA1395202501,1981.0,,,,,,,,,,,,,,,,True,
"Lote 22- Superficie 710m2 Medida 20 de frente por 35,50 de fondo Sobre calle 206 Antonio Vignolo entre Silvina Ocampo y Mariquita Sanchez de Thomson. Cuentan con servicios de luz, gas, cloaca y agua corriente. 

Valor U$S25.000- 

Fiego Propiedades. Reg. 3639


Aviso publicado a través de Pixel Inmobiliario (Servicios de páginas web para inmobiliarias ).",,ANTONIO VIGNOLO Y SILVINA,314417175,Nicolás Fiego,0,45,0,0,,"-38.0390122,-57.6430102",,1,,,,USD,2024-02-02,2023-06-08,,Mar del Plata,"{'Luz eléctrica': False, 'Gas natural': False, 'Agua corriente': False, 'Seguridad': False, 'Acceso': '245047', 'Superficie total': '710 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Terreno y lote', 'Condición del ítem': 'Nuevo', 'Antigüedad': '0 años', 'Con tour virtual': False}",0,False,,True,,,,,-38.0390122,Publicado hace 238 días,MLA1430297724,-57.6430102,,,,,General Pueyrredón,,True,24000.0,True,Terreno,Terreno,Bs.As. Costa Atlántica,2023-06-08,,,,,,0,,mercadolibre,ML,Terreno Barrio Parque Hermoso,0,33.8028169014084,710.0,m²,Venta,,,https://api.mercadolibre.com/items/MLA1430297724,,Antonio Vignolo entre Silvina Ocampo y Mariquita Sanchez de Thomson,,,20 x 35.50,,,,,,,,,,,,,
"En la zona del microcentro de Mar del Plata nos encontramos con un departamento de un ambiente al contrafrente, cocina integrada, placard empotrado, baño completo y patio.
Estado original bien mantenido. Obra de gas realizada

Ubicado sobre calle San Martín entre Cordoba y Santiago del Estero. Entrada al edifico por  la Galeria Eves.
A cuadras de Playa Bristol, el Casino central, Plaza San Martin.

Excelente oportunidad de inversion.!!!",,SAN MARTIN 2544,1089512826,Aurelia Stabile   -  JUSTO SOSA PROPIEDADES,0,45,1,1,23900.0,"-37.9997,-57.5466405",,5,1195.0,20.0,m²,USD,2024-02-02,2024-01-31,,Mar del Plata,"{'Balcón': False, 'Comedor': False, 'Parrilla': False, 'Dependencia de servicio': False, 'Patio': True, 'Terraza': False, 'Apto profesional': False, 'Apto crédito': False, 'Aire acondicionado': False, 'Gimnasio': False, 'Calefacción': False, 'Acceso a internet': False, 'Gas natural': True, 'Seguridad': True, 'Pileta': False, 'Agua corriente': True, 'Tipo de departamento': 'Departamento', 'Dormitorios': '1', 'Superficie cubierta': '20 m²', 'Cantidad de pisos': '0', 'Baños': '1', 'Expensas': '16000 ARS', 'Cocheras': '0', 'Antigüedad': '0 años', 'Ambientes': '1', 'Superficie total': '22 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Departamento', 'Grupo electrógeno': False, 'Condición del ítem': 'Nuevo', 'Código de la propiedad': '111954', 'Con tour virtual': False}",0,True,,True,True,,,,-37.9997,Publicado hace 1 días,MLA1405690603,-57.5466405,,16000.0,ARS,,General Pueyrredón,,False,23900.0,True,Departamento,Departamento,Bs.As. Costa Atlántica,2024-01-31,,,,,,1,23900.0,mercadolibre,ML,Monoambiente Zona Centro,0,1086.36363636364,22.0,m²,Venta,,,https://api.mercadolibre.com/items/MLA1405690603,,calle San Martín entre Cordoba y Santiago del Estero,,,,,,,,,,,,,,,True,
"Venta de Lote en Barrio ""San Carlos"" en Mar del Plata.

Terrenos de 507 m2 (15mt x 33,70mt ), ubicados en 1calle 477 a 7 cuadras del mar.

Zona en crecimiento.(se realizaron trabajos de mejorado de calles)

Listo para escriturar!! (Escritura Título Perfecto)
      
      
    
XINTEL(JYB-JY1-1292)",,477 al,214219419,City Bell,0,45,0,0,,"-38.108809,-57.5980103",,1,,,,USD,2024-02-02,2023-02-25,,Mar del Plata,"{'Cloaca': False, 'Luz eléctrica': False, 'Forestación': False, 'Gas natural': False, 'Agua corriente': False, 'Seguridad': False, 'Acceso': 'Asfalto', 'Metros de fondo': '33.7 m', 'Forma del terreno': 'Regular', 'Metros de frente': '15 m', 'Expensas': '0 ARS', 'Superficie total': '507 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Terreno y lote', 'Condición del ítem': 'Usado', 'Con tour virtual': False}",0,False,,False,,,,,-38.108809,Publicado hace 342 días,MLA1357166705,-57.5980103,,0.0,,,General Pueyrredón,,True,24000.0,True,Terreno,Terreno,Bs.As. Costa Atlántica,2023-02-25,,,,,,0,,mercadolibre,ML,"Venta De Lote  Barrio  San Carlos , Mar Del Plata .",0,47.3372781065089,507.0,m²,Venta,,,https://api.mercadolibre.com/items/MLA1357166705,,,,,15 x 33.70,,,,,,,,,,,,,
"Century 21 Recanatti ofrece en esta oportunidad lote de 480 m² 16m de frente x 30 de fondo. Ubicado en el barrio El Sosiego, reserva forestal. A una cuadra del arco, entrada principal. Ruta 2 km 394. A solo 15 minutos de la rotonda a Mar del Plata.
Deforestado y cercado.
Un lugar para vivir en un ambiente de naturaleza y buen entorno. 
No deje de consultar!!!!",,Los Aromos,303716788,Century 21 Recanatti,0,45,0,0,,"-37.8719534,-57.6085552",,1,,,,USD,2024-02-02,2023-04-10,,Mar del Plata,"{'Cloaca': False, 'Luz eléctrica': True, 'Forestación': False, 'Gas natural': False, 'Agua corriente': False, 'Seguridad': False, 'Valor del condominio': '0', 'Valor del IPTU': '0', 'Acceso': 'Otro', 'Expensas': '0 ARS', 'Superficie total': '480 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Terreno y lote', 'Código de la propiedad': '63751', 'Estrato social': '0', 'Con tour virtual': False}",0,False,,False,,,,,-37.8719534,Publicado hace 297 días,MLA1391844714,-57.6085552,,0.0,,Otros Barrios,General Pueyrredón,,True,24000.0,True,Terreno,Terreno,Bs.As. Costa Atlántica,2023-04-10,,,,,,0,,mercadolibre,ML,Lote En Reserva Forestal Barrio El Sosiego Id 63751,0,50.0,480.0,m²,Venta,,,https://api.mercadolibre.com/items/MLA1391844714,,,,,16 x 30,,barrio El Sosiego,,,,,,,,,,True,
"Lote 10 x 43,30
Barrio Castagnino, lindante a Las Margaritas 
A 100 mta Ruta 2
Consulta",,,1068075136,RAVAYNERAPROPIEDADES,0,45,0,0,,"-37.9053692,-57.5977998",,1,,,,USD,2024-02-02,2023-07-13,,Mar del Plata,"{'Acceso': 'Ripio', 'Superficie total': '433 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Terreno y lote', 'Condición del ítem': 'Nuevo', 'Antigüedad': '0 años', 'Código de la propiedad': '6787684', 'Con tour virtual': False}",0,False,,True,,,,,-37.9053692,Publicado hace 203 días,MLA1449100528,-57.5977998,,,,,General Pueyrredón,,True,24000.0,True,Terreno,Terreno,Bs.As. Costa Atlántica,2023-07-13,,,,,,0,,mercadolibre,ML,Lote 433 Mts Barrio Castagnino,0,55.4272517321016,433.0,m²,Venta,,,https://api.mercadolibre.com/items/MLA1449100528,,,,,10 x 43.30,,Barrio Castagnino,,,,,,,,,,,
"Oficina 22 m2, cfte, luminosa, dividida en dos sectores, impecable estado general. Rivadavia y San Luis. U$S 23.000.",,,146009975,Rodriguez - Amigo,33,45,0,0,,"-37.9988282,-57.5500931",,1,1045.45454545455,22.0,m²,USD,2024-02-02,2023-11-27,,Mar del Plata,"{'Baños por piso': '0', 'Superficie cubierta': '22 m²', 'Baños': '0', 'Expensas': '12000 ARS', 'Cocheras': '0', 'Antigüedad': '33 años', 'Superficie total': '22 m²', 'Depósitos': '0', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Oficina', 'Condición del ítem': 'Usado', 'Código de la propiedad': '5848160', 'Con tour virtual': False}",0,False,True,False,,,,,-37.9988282,Publicado hace 66 días,MLA1397131361,-57.5500931,,12000.0,ARS,,General Pueyrredón,,True,23000.0,True,Comercio y oficina,Oficina consultorio,Bs.As. Costa Atlántica,2023-11-27,,,,,,0,,mercadolibre,ML,Oficina En Venta Microcentro,0,1045.45454545455,22.0,m²,Venta,,,https://api.mercadolibre.com/items/MLA1397131361,1991.0,,,,,,,,,,,,,,,,,
"A UNOS POCOS MINUTOS DEL CENTRO DE MAR DEL PLATA YENDO POR AUTOVÍA 226 SE ENCUENTRA ESTE BARRIO EN PLENO CRECIMIENTO, CON UNAS VISTAS INMEJORABLES DE SIERRAS. LLAMADO COLINAS VERDES. ESTE TERRENO SE ENCUENTRA A 100 METROS DE LA RUTA. CON VECINOS PERMANENTES. CON MUY BUENA ALTURA SOBRE RELIEVE DE TIERRA. MUY POCOS LOTES SON LOS QUE POSEEN ESCRITURA Y ESTE ES UNO DE ELLOS. REQUISITO INDISPENSABLE PARA UN BIEN REGISTRABLE. TIENE 18 M DE FRENTE POR 30 DE FONDO. IDEAL PARA CONSTRUIR UNA VIVIENDA DE USO PERMANENTE O TURÍSTICO.",,,652184010,OLIVERA PROPIEDADES,0,45,0,0,,"-37.8907392,-57.8227602",,1,,,,USD,2024-02-02,2023-11-14,,Mar del Plata,"{'Acceso': 'Ripio', 'Expensas': '0 ARS', 'Superficie total': '540 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Terreno y lote', 'Condición del ítem': 'Nuevo', 'Antigüedad': '0 años', 'Código de la propiedad': '7089514', 'Con tour virtual': False}",0,False,,True,,,,,-37.8907392,Publicado hace 79 días,MLA1395719867,-57.8227602,,0.0,,,General Pueyrredón,,True,23000.0,True,Terreno,Terreno,Bs.As. Costa Atlántica,2023-11-14,,,,,,0,,mercadolibre,ML,Lote De Terreno Colinas Verdes Ruta 226,0,42.5925925925926,540.0,m²,Venta,,,https://api.mercadolibre.com/items/MLA1395719867,,,,,18 x 30,,,,,,,,,,,,,
"CAMPO DE 21 HECTAREAS EN VENTA
UBICADO A POCAS CUADRAS DE LA RUTA 2 - FACIL ACCESO - ZONA ESTACION CAMET - METROS TOTALES212.269M2
CONSULTE - 223 5 90 15 29
U$$ 23.000 la hectárea
SE ESCUCHAN OFERTAS - ORDEN DE VENDER",,Camet,145836069,Latorre Negocios Inmobiliarios,0,45,0,0,,"-37.9139352,-57.5932717",,1,0.108353080289632,212269.0,m²,USD,2024-02-02,2023-06-02,,Mar del Plata,"{'Condición del ítem': 'Nuevo', 'Dormitorios': '0', 'Superficie cubierta': '212269 m²', 'Baños': '0', 'Acceso': 'Ripio', 'Forma del terreno': 'Irregular', 'Expensas': '0 ARS', 'Cocheras': '0', 'Antigüedad': '0 años', 'Superficie total': '212269 m²', 'Depósitos': '0', 'Operación': 'Venta', 'Inmueble': 'Quinta', 'Código de la propiedad': '6663768', 'Con tour virtual': False}",0,False,,True,,,,,-37.9139352,Publicado hace 244 días,MLA1428003466,-57.5932717,,0.0,,,General Pueyrredón,,True,23000.0,True,Casa,Quinta,Bs.As. Costa Atlántica,2023-06-02,,,,,,0,,mercadolibre,ML,Latorre Prop. Vende 21 Hectareas - Cerca De La Ruta 2 - Camet,0,0.108353080289632,212269.0,m²,Venta,,,https://api.mercadolibre.com/items/MLA1428003466,,,,,,,,,,,,,,,,,,
"Deprtamento en venta sobre calle Sarmientoal 2300, es un monoambiente al contra frente4 piso, cocina, baño, placard,edificio todo electrico, ascensores. Muy buen edificio y oportunidad de inversion para vivir o renta.Orientacion Oeste. Ubicadoen la zona de la vieja terminaleste departamento tiene a pocas cuadras, Av. Colon, playas, Casino, paseo Aldrey, Guemes y Olavarria, lineas de colectivo, por eso y su valor le dan el potencial para una buena inversion. (expensas diciembre$17.000)
LISTO PARA ESCRITURAR.
SUPERFICIE Y LISTA DE PRECIOS SUJETA A MODIFICACIONES SIN PREVIO AVISO.",,"Paseo Aldrey, Terminal Vieja",1217143694,Perez Ballari Propiedades,44,45,1,1,23000.0,"-38.0099936,-57.5413013",,1,1277.77777777778,18.0,m²,USD,2024-02-02,2023-11-09,,Mar del Plata,"{'Condición del ítem': 'Usado', 'Dormitorios': '1', 'Superficie cubierta': '18 m²', 'Cantidad de pisos': '4', 'Baños': '1', 'Expensas': '0 ARS', 'Cocheras': '0', 'Antigüedad': '44 años', 'Ambientes': '0', 'Superficie total': '18 m²', 'Depósitos': '0', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Departamento', 'Número del departamento': '7078503', 'Amoblado': True, 'Admite mascotas': False, 'Código de la propiedad': '7078503', 'Con tour virtual': False}",0,False,True,False,,,,,-38.0099936,Publicado hace 84 días,MLA1559822828,-57.5413013,,0.0,,,General Pueyrredón,,True,23000.0,True,Departamento,Departamento,Bs.As. Costa Atlántica,2023-11-09,,,,,,0,,mercadolibre,ML,Venta Departamento Monoambiente- Zona Aldrey - Oportunidad!!,0,1277.77777777778,18.0,m²,Venta,,,https://api.mercadolibre.com/items/MLA1559822828,1980.0,calle Sarmientoal 2300,,,,,,,,,,,,,,,True,
